company,specific_origin,REF,review_date,cocoa_percent,company_location,rating,bean_type,broad_origin,Blend
Indaphoria,La Red,821,2012,70.0,U.S.A.,3.25,,Dominican Republic,0
Indaphoria,"Conacado, Manifesto",907,2012,70.0,U.S.A.,2.75,,Dominican Republic,0
Indi,Honduras,1255,2014,77.0,U.S.A.,3.0,,Honduras,0
iQ Chocolate,"Satipo region, white label",943,2012,72.0,Scotland,2.75,Criollo,Peru,0
iQ Chocolate,black label,943,2012,72.0,Scotland,3.0,,Peru,0
Isidro,Madagascar,1275,2014,72.0,U.S.A.,3.5,Trinitario,Madagascar,0
Isidro,Peru,1279,2014,72.0,U.S.A.,2.25,,Peru,0
Isidro,Belize,1279,2014,72.0,U.S.A.,3.25,Trinitario,Belize,0
Isidro,Dominican Republic,1279,2014,72.0,U.S.A.,3.25,,Dominican Republic,0
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70.0,U.S.A.,3.5,Trinitario,Belize,0
Izard,"Elvesia P., Batch 32",1546,2015,70.0,U.S.A.,2.75,,Dominican Republic,0
Jacque Torres,Trinatario Treasure,5,2006,71.0,U.S.A.,2.0,Trinitario,Ghana,0
Jordis,Madagascar,1534,2015,63.0,Czech Republic,2.75,Trinitario,Madagascar,0
Just Good Chocolate,Belize,1375,2014,70.0,U.S.A.,3.5,Trinitario,Belize,0
Just Good Chocolate,Madagascar,1375,2014,70.0,U.S.A.,3.5,Trinitario,Madagascar,0
Just Good Chocolate,Peru,1375,2014,70.0,U.S.A.,4.0,,Peru,0
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70.0,Dominican Republic,3.5,,Dominican Republic,0
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82.0,Dominican Republic,3.0,,Dominican Republic,0
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55.0,Dominican Republic,3.25,,Dominican Republic,0
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62.0,Dominican Republic,3.25,,Dominican Republic,0
Kakao,Peru,837,2012,64.0,Germany,2.5,,Peru,0
Kakao,Vanuatu,387,2009,65.0,Germany,3.75,Trinitario,Vanuatu,0
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70.0,Ecuador,3.0,,Ecuador,1
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70.0,Ecuador,3.5,,Ecuador,0
Kallari (Ecuatoriana),Roberto,245,2008,75.0,Ecuador,2.75,,Ecuador,0
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85.0,Ecuador,2.5,,Ecuador,0
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85.0,Ecuador,2.75,,Ecuador,1
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85.0,Ecuador,3.0,,Ecuador,1
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75.0,Ecuador,2.5,,Ecuador,0
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85.0,Ecuador,3.0,,Ecuador,0
Kaoka (Cemoi),Noir,404,2009,70.0,France,2.75,,,0
Kaoka (Cemoi),Ecuador,423,2009,80.0,France,2.75,,Ecuador,0
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70.0,U.S.A.,3.75,,Dominican Republic,0
Ki' Xocolatl,Dark,431,2009,72.0,Mexico,2.0,,Mexico,0
Kiskadee,"La Red, Guanconjeco",1251,2014,60.0,U.S.A.,3.0,Trinitario,Dominican Republic,0
Kto,San Martin,1422,2014,72.0,U.S.A.,2.5,,Peru,0
Kto,Ocumare,1422,2014,72.0,U.S.A.,2.75,,Venezuela,0
Kto,Belize,1422,2014,72.0,U.S.A.,3.0,Trinitario,Belize,0
Kto,Sambirano Valley,1422,2014,72.0,U.S.A.,3.25,Trinitario,Madagascar,0
Kto,Belize,1426,2014,90.0,U.S.A.,3.25,Trinitario,Belize,0
Kto,Elvesia,1426,2014,72.0,U.S.A.,3.25,,Dominican Republic,0
Kto,ROIG,1426,2014,72.0,U.S.A.,3.25,,Dominican Republic,0
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70.0,U.S.A.,3.25,,Haiti,0
K'ul,"Maranon, Fortunato No. 4",1852,2016,70.0,U.S.A.,2.75,Forastero (Nacional),Peru,0
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70.0,U.S.A.,3.75,,Ecuador,0
K'ul,"Bahia, Fazenda Camboa",1852,2016,70.0,U.S.A.,3.75,Forastero,Brazil,0
Kyya,Uganda,1359,2014,72.5,U.S.A.,2.5,Forastero,Uganda,0
Kyya,Hispaniola,1359,2014,72.5,U.S.A.,3.0,,Dominican Republic,0
Kyya,Ecuador,1363,2014,72.5,U.S.A.,2.5,,Ecuador,0
Kyya,Madagascar,1363,2014,72.5,U.S.A.,3.0,Trinitario,Madagascar,0
L.A. Burdick (Felchlin),Peru,891,2012,74.0,U.S.A.,3.25,,Peru,0
L.A. Burdick (Felchlin),Brazil,891,2012,70.0,U.S.A.,4.0,,Brazil,0
L.A. Burdick (Felchlin),Chuao,927,2012,68.0,U.S.A.,3.75,Trinitario,Venezuela,0
L.A. Burdick (Felchlin),Quito,682,2011,74.0,U.S.A.,3.75,,Ecuador,0
L.A. Burdick (Felchlin),Grenada,576,2010,75.0,U.S.A.,3.25,Trinitario,Grenada,0
L.A. Burdick (Felchlin),Dominican Republic,576,2010,74.0,U.S.A.,3.75,,Dominican Republic,0
L.A. Burdick (Felchlin),Venzuela,597,2010,71.0,U.S.A.,3.0,,Venezuela,0
L.A. Burdick (Felchlin),Madagascar,431,2009,64.0,U.S.A.,3.5,Trinitario,Madagascar,0
L.A. Burdick (Felchlin),Bolivian,451,2009,68.0,U.S.A.,3.0,,Bolivia,0
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70.0,Japan,2.25,"Trinitario, Criollo",Peru,0
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70.0,Japan,2.5,"Trinitario, Criollo",Peru,0
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70.0,Japan,3.0,Criollo,Peru,0
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70.0,Japan,3.0,"Trinitario, Criollo",Belize,0
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74.0,France,2.75,,"Africa,Carribean,Central America",0
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60.0,France,3.25,,Tobago,0
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56.0,France,3.25,,Ecuador,0
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66.0,France,3.5,,Dominican Republic,0
La Maison du Chocolat (Valrhona),Grenada,741,2011,68.0,France,3.5,Trinitario,Grenada,0
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68.0,France,3.25,Forastero,Ghana,0
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69.0,France,3.5,Criollo (Porcelana),Venezuela,0
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60.0,France,3.0,,,0
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60.0,France,3.75,,,0
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74.0,France,3.5,Blend,"Venezuela,Indonesia,Ecuador",0
La Oroquidea,Peruvian Amazon,721,2011,72.0,Peru,2.5,,Peru,0
La Pepa de Oro,Vinces,713,2011,60.0,Ecuador,3.25,,Ecuador,0
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75.0,France,2.75,Trinitario,Madagascar,0
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75.0,France,2.75,Trinitario,Vietnam,0
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75.0,France,3.0,,Cuba,0
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75.0,France,3.25,,Peru,0
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75.0,France,3.0,,Ivory Coast,0
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75.0,France,3.5,Forastero,Sao Tome,0
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75.0,France,3.25,,Brazil,0
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75.0,France,3.75,Trinitario,Vietnam,0
Laia aka Chat-Noir,Cuba,1434,2014,70.0,France,2.75,,Cuba,0
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68.0,France,2.75,,"Trinidad,Tobago",0
Lajedo do Ouro,Catongo,927,2012,70.0,Brazil,3.5,Forastero (Catongo),Brazil,0
Lake Champlain (Callebaut),Tanzania,327,2009,75.0,U.S.A.,2.5,,Tanzania,0
L'Amourette,Rugoso,1784,2016,80.0,U.S.A.,3.5,Trinitario,Nicaragua,0
L'Amourette,Carenero Superior,833,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela,0
L'Amourette,Rio Caribe,833,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela,0
L'Amourette,Blend,853,2012,72.0,U.S.A.,3.0,Criollo,"Peru,Ecuador,Venezuela",1
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70.0,U.S.A.,3.5,,Honduras,0
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70.0,U.S.A.,3.25,,Belize,0
Letterpress,Liberia,1728,2016,70.0,U.S.A.,3.25,,Liberia,0
Letterpress,Beniamo,1562,2015,70.0,U.S.A.,3.25,,Bolivia,0
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70.0,U.S.A.,3.5,Trinitario,Trinidad,0
Letterpress,San Andres,1566,2015,70.0,U.S.A.,3.0,,Costa Rica,0
Letterpress,"La Red, Guaconejo",1566,2015,70.0,U.S.A.,3.25,,Dominican Republic,0
Letterpress,Kokoa Kamili,1566,2015,70.0,U.S.A.,3.5,,Tanzania,0
Letterpress,Maranura,1371,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0
Levy,Sambirano,1231,2014,71.0,Finland,3.5,Criollo,Madagascar,0
Lilla,Madagascar,1856,2016,70.0,Finland,3.0,Trinitario,Madagascar,0
Lillie Belle,Perfect Illusion,855,2012,65.0,U.S.A.,3.5,Criollo,Peru,0
Lillie Belle,"Bolivia, Wild Thing",903,2012,68.0,U.S.A.,3.5,Criollo,Bolivia,0
Lillie Belle,La Selva,903,2012,68.0,U.S.A.,3.75,,Peru,0
Lillie Belle,Purple Haze,947,2012,75.0,U.S.A.,2.75,,"Venezuela,Dominican Republic",0
Lillie Belle,"The Other One, Grand Cru",947,2012,74.0,U.S.A.,3.0,,Dominican Republic,0
Lillie Belle,Wild Thing,947,2012,68.0,U.S.A.,3.5,Criollo,Bolivia,0
Lindt & Sprungli,Excellence (US Version),157,2007,85.0,Switzerland,3.0,,,0
Loiza,Puerto Rico,1049,2013,65.0,Puerto Rico,2.5,,Puerto Rico,0
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70.0,U.S.A.,3.75,,Hawaii,0
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65.0,U.S.A.,3.25,,Hawaii,0
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75.0,U.S.A.,3.75,,Hawaii,0
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71.0,U.S.A.,3.0,,Hawaii,0
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72.0,U.S.A.,3.0,,Hawaii,0
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70.0,U.S.A.,3.5,,Hawaii,0
Love Bar,Nicaragua,1502,2015,75.0,U.S.A.,2.0,,Nicaragua,0
Luker,Selva,552,2010,46.0,Colombia,2.75,,"Colombia,Ecuador",0
Luker,Macondo,552,2010,60.0,Colombia,3.0,,"Colombia,Ecuador",0
Luker,Misterio,552,2010,58.0,Colombia,3.0,,"Colombia,Ecuador",0
Luker,Santander,552,2010,65.0,Colombia,3.5,,Colombia,0
Machu Picchu Trading Co.,Peru,721,2011,70.0,Peru,1.5,,Peru,0
Machu Picchu Trading Co.,Peru,552,2010,55.0,Peru,2.25,,Peru,0
Madecasse (Cinagra),Madagascar,284,2008,67.0,Madagascar,3.5,Trinitario,Madagascar,0
Madecasse (Cinagra),Madagascar,284,2008,70.0,Madagascar,3.75,Trinitario,Madagascar,0
Madecasse (Cinagra),Madagascar,284,2008,63.0,Madagascar,4.0,Trinitario,Madagascar,0
Madecasse (Cinagra),Madagascar,288,2008,75.0,Madagascar,3.5,Trinitario,Madagascar,0
Madre,Guadalcanal,1940,2017,73.0,U.S.A.,3.5,,Solomon Islands,0
Madre,Puerto Rico,1085,2013,70.0,U.S.A.,2.75,,Puerto Rico,0
Madre,Brazil,1085,2013,70.0,U.S.A.,3.5,,Brazil,0
Madre,"Choobua, Kona",1089,2013,70.0,U.S.A.,2.75,,Hawaii,0
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70.0,U.S.A.,2.75,,Mexico,0
Madre,"Hamakua Coast, Kokoleka",991,2012,70.0,U.S.A.,3.25,,Hawaii,0
Madre,"Criollo, Hawaii",995,2012,70.0,U.S.A.,3.25,Criollo,Hawaii,0
Madre,Kaua'i,995,2012,70.0,U.S.A.,3.5,,Hawaii,0
Madre,Dominican,672,2011,70.0,U.S.A.,2.5,,Dominican Republic,0
Madre,Upala,693,2011,70.0,U.S.A.,2.75,,Costa Rica,0
Madre,"Chiapas, Triple Cacao",607,2010,72.0,U.S.A.,2.75,,Mexico,0
Maglio,Africa,300,2008,75.0,Italy,2.0,,Tanzania,0
Maglio,Ecuador,308,2008,70.0,Italy,3.0,Forastero (Nacional),Ecuador,0
Maglio,Cuba,308,2008,70.0,Italy,3.25,Criollo,Cuba,0
Maglio,Santo Domingo,308,2008,70.0,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic,0
Majani,Ecuador,531,2010,70.0,Italy,2.0,,Ecuador,0
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75.0,Madagascar,2.75,Trinitario,Madagascar,0
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73.0,Madagascar,3.5,Trinitario,Madagascar,0
Malagos,"Davao, Mt. Talamo foothills",1121,2013,65.0,Philippines,3.5,Trinitario,Philippines,0
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55.0,U.S.A.,3.5,,Hawaii,0
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55.0,U.S.A.,2.75,Blend,Hawaii,0
Malmo,Chuao,1856,2016,70.0,Sweden,3.0,,Venezuela,0
Mana,Ecuador,1446,2015,74.0,U.S.A.,2.5,,Ecuador,0
Mana,Peru,1219,2014,74.0,U.S.A.,2.5,,Peru,0
Mana,Venezuela,1219,2014,74.0,U.S.A.,2.75,,Venezuela,0
Mana,Conacado,821,2012,74.0,U.S.A.,3.75,,Dominican Republic,0
Manifesto Cacao,Colombia,1331,2014,70.0,Colombia,2.75,,Colombia,0
Manoa,Markham Valley,1522,2015,72.0,U.S.A.,3.5,,Papua New Guinea,0
Manoa,Coto Brus,1522,2015,72.0,U.S.A.,3.75,,Costa Rica,0
Manoa,"Waiahole, O'ahu",1089,2013,72.0,U.S.A.,3.75,,Hawaii,0
Manoa,"Liberia, #174",1003,2012,72.0,U.S.A.,3.25,,Liberia,0
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72.0,U.S.A.,2.75,,Hawaii,0
Manoa,Piura,1007,2012,72.0,U.S.A.,3.0,,Peru,0
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72.0,U.S.A.,3.25,,Hawaii,0
Manufaktura Czekolady,Johe,1844,2016,70.0,Poland,3.75,,Nicaragua,0
Manufaktura Czekolady,Peru,1848,2016,70.0,Poland,3.5,,Peru,0
Manufaktura Czekolady,Porcelana,1255,2014,70.0,Poland,3.75,Criollo,Venezuela,0
Manufaktura Czekolady,Kolumbia,1279,2014,85.0,Poland,3.5,,Colombia,0
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70.0,Poland,3.25,,Dominican Republic,0
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70.0,Poland,3.5,Forastero,Ghana,0
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70.0,Poland,3.25,,Ecuador,0
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75.0,U.S.A.,3.25,Trinitario,Vietnam,0
Map Chocolate,"ROIG, 2014",1474,2015,70.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,0
Map Chocolate,"Maranon, 2014",1474,2015,62.0,U.S.A.,3.5,Forastero (Nacional),Peru,0
Map Chocolate,Ecuador,1478,2015,70.0,U.S.A.,3.5,Trinitario,Ecuador,0
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70.0,U.S.A.,2.75,Trinitario,Trinidad,0
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70.0,U.S.A.,3.5,,Nicaragua,0
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68.0,U.S.A.,3.5,Criollo,Peru,0
Map Chocolate,Colombia,1610,2015,75.0,U.S.A.,2.75,,Colombia,0
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72.0,U.S.A.,3.0,,Tanzania,0
Map Chocolate,Le Chocolat Chaud,1634,2015,78.0,U.S.A.,3.5,,Honduras,0
Marana,Piura,1872,2016,70.0,Peru,3.0,,Peru,0
Marana,Cusco,1884,2016,70.0,Peru,2.75,,Peru,0
Marana,San Martin,1884,2016,70.0,Peru,3.0,,Peru,0
Marigold's Finest,Cacao Nib Crunch,1808,2016,75.0,Canada,3.25,,,0
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85.0,Vietnam,3.25,Trinitario,Vietnam,0
Marou,Ben Tre,1650,2015,68.0,Vietnam,3.5,Trinitario,Vietnam,0
Marou,"Dak Lak, Batch 2451",1650,2015,70.0,Vietnam,3.75,Trinitario,Vietnam,0
Marou,"Tan Phu Dong, Treasure Island",1149,2013,75.0,Vietnam,3.5,Trinitario,Vietnam,0
Marou,Ba Ria,845,2012,76.0,Vietnam,3.5,Trinitario,Vietnam,0
Marou,Dong Nai,845,2012,72.0,Vietnam,3.5,Trinitario,Vietnam,0
Marou,"Tien Giang, Gao Co-op",845,2012,70.0,Vietnam,3.5,Trinitario,Vietnam,0
Marou,Ben Tre,849,2012,78.0,Vietnam,3.5,Trinitario,Vietnam,0
Marou,Tien Giang,895,2012,80.0,Vietnam,3.0,Trinitario,Vietnam,0
Marou,Lam Dong,955,2012,74.0,Vietnam,3.5,Trinitario,Vietnam,0
Mars,"Matina 1-6, prototype",537,2010,65.0,U.S.A.,3.0,,Costa Rica,0
Mars,Ivory Coast,544,2010,65.0,U.S.A.,3.0,,Ivory Coast,0
Mars,Nigeria,544,2010,65.0,U.S.A.,3.25,,Nigeria,0
Mars,"Ghana, prototype",544,2010,65.0,U.S.A.,3.5,Forastero,Ghana,0
Marsatta,Dominican Republic,1189,2013,74.0,U.S.A.,2.25,,Dominican Republic,0
Marsatta,Dominican Republic,1189,2013,89.0,U.S.A.,2.5,,Dominican Republic,0
Martin Mayer,Alto Beni,1836,2016,76.0,Austria,2.75,,Bolivia,0
Martin Mayer,Pisa,1836,2016,82.0,Austria,3.0,,Haiti,0
Martin Mayer,Tumaco,1836,2016,74.0,Austria,3.25,,Colombia,0
Mast Brothers,Guatemala,1450,2015,76.0,U.S.A.,3.0,,Guatemala,0
Mast Brothers,Tanzania,1450,2015,74.0,U.S.A.,3.25,,Tanzania,0
Mast Brothers,French Laundry 20th Anniversary,1359,2014,75.0,U.S.A.,3.75,Blend,"Peru,Belize",0
Mast Brothers,Shake Shack,959,2012,73.0,U.S.A.,3.5,Blend,"Peru,Madagascar,Dominican Republic",0
Mast Brothers,Madagascar,999,2012,72.0,U.S.A.,2.5,Trinitario,Madagascar,0
Mast Brothers,Chuao,999,2012,73.0,U.S.A.,2.75,Trinitario,Venezuela,0
Mast Brothers,Brooklyn Blend,672,2011,72.0,U.S.A.,3.5,,,1
Mast Brothers,"Chuao, Med. Roast",701,2011,76.0,U.S.A.,3.0,Trinitario,Venezuela,0
Mast Brothers,"Chuao, Dark Roast",709,2011,70.0,U.S.A.,3.0,Trinitario,Venezuela,0
Mast Brothers,"Chuao, Light Roast",713,2011,81.0,U.S.A.,2.75,Trinitario,Venezuela,0
Mast Brothers,Moho River,773,2011,70.0,U.S.A.,3.5,Trinitario,Belize,0
Mast Brothers,Papua New Guinea,777,2011,71.0,U.S.A.,2.75,,Papua New Guinea,0
Mast Brothers,San Martin,777,2011,75.0,U.S.A.,3.0,,Peru,0
Mast Brothers,Conacado,777,2011,73.0,U.S.A.,3.25,,Dominican Republic,0
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74.0,U.S.A.,3.75,,Dominican Republic,0
Mast Brothers,Patanemo,572,2010,81.0,U.S.A.,2.75,Criollo,Venezuela,0
Mast Brothers,Ocumare de la Costa,572,2010,75.0,U.S.A.,3.0,,Venezuela,0
Mast Brothers,"Dominican Republic, Coop",572,2010,70.0,U.S.A.,3.25,,Dominican Republic,0
Matale,"Malekula P., 2013",1177,2013,72.0,Australia,3.5,Trinitario,Vanuatu,0
Matale,"Somia, 2013",1177,2013,68.0,Australia,4.0,Trinitario,Madagascar,0
Matale,"Kulili P., 2013",1177,2013,74.0,Australia,4.0,Trinitario,Papua New Guinea,0
Matale,Blend,1181,2013,70.0,Australia,3.75,Trinitario,"Papua New Guinea,Vanuatu,Madagascar",1
Maverick,Maya Mountain,1367,2014,70.0,U.S.A.,3.25,Trinitario,Belize,0
Maverick,Elvesia,1367,2014,70.0,U.S.A.,3.25,,Dominican Republic,0
Maverick,Tumbes,1430,2014,82.0,U.S.A.,3.25,Criollo,Peru,0
Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63.0,U.S.A.,3.5,Criollo,Peru,0
Mayacama,Hispaniola,1728,2016,72.0,U.S.A.,3.0,,Dominican Republic,0
Meadowlands,Bolivia,1287,2014,70.0,U.S.A.,2.5,,Bolivia,0
Meadowlands,Venezuela,1287,2014,70.0,U.S.A.,2.75,,Venezuela,0
Meadowlands,Belize,1287,2014,70.0,U.S.A.,3.0,Trinitario,Belize,0
Meadowlands,"Nicaragua, w/ inbs",1291,2014,70.0,U.S.A.,3.0,,Nicaragua,0
Meadowlands,Dominican Republic,1291,2014,70.0,U.S.A.,3.5,,Dominican Republic,0
Menakao (aka Cinagra),Madagascar,837,2012,80.0,Madagascar,2.5,Trinitario,Madagascar,0
Menakao (aka Cinagra),Madagascar,841,2012,72.0,Madagascar,2.5,Trinitario,Madagascar,0
Mesocacao,El Salvador,1494,2015,80.0,Honduras,2.75,,El Salvador,0
Mesocacao,El Salvador,1494,2015,70.0,Honduras,3.0,,El Salvador,0
Mesocacao,Honduras,1347,2014,80.0,Honduras,3.25,,Honduras,0
Mesocacao,Honduras,1347,2014,70.0,Honduras,3.5,,Honduras,0
Mesocacao,"La Tronca, Matagalpa",1351,2014,70.0,Honduras,3.25,,Nicaragua,0
Mesocacao,"La Tronca, Matagalpa",1351,2014,80.0,Honduras,3.5,,Nicaragua,0
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70.0,Sweden,3.0,,Brazil,0
Metiisto,Akesson Estate,1267,2014,72.0,Sweden,3.5,Trinitario,Madagascar,0
Metropolitan,South America,1688,2015,70.0,Netherlands,3.5,Trinitario,South America,0
Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66.0,France,3.75,,Mexico,0
Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66.0,France,3.5,Trinitario,Venezuela,0
Michel Cluizel,Vila Gracinda,135,2007,67.0,France,3.5,Forastero,Sao Tome,0
Michel Cluizel,Carre Amer,24,2006,60.0,France,2.0,,,0
Michel Cluizel,Carre Grand Noir,24,2006,85.0,France,2.0,,,0
Michel Cluizel,Tamarina,24,2006,70.0,France,3.0,Forastero,Sao Tome,0
Michel Cluizel,Los Ancones P.,24,2006,67.0,France,4.0,,Dominican Republic,0
Michel Cluizel,Mangaro P.,24,2006,65.0,France,4.0,Trinitario,Madagascar,0
Michel Cluizel,Maralumi P.,24,2006,64.0,France,4.0,,Papua New Guinea,0
Michel Cluizel,Noir Infini,81,2006,99.0,France,2.0,,,0
Middlebury,Maya Mountain,1490,2015,80.0,U.S.A.,3.5,Trinitario,Belize,0
Middlebury,San Juan Estate,1490,2015,70.0,U.S.A.,3.5,Trinitario,Trinidad,0
Middlebury,Oko Caribe,1490,2015,75.0,U.S.A.,3.75,,Dominican Republic,0
Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75.0,U.S.A.,3.75,,Venezuela,0
Middlebury,Kokoa Kamili,1538,2015,75.0,U.S.A.,3.25,,Tanzania,0
Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70.0,U.S.A.,3.5,,Nicaragua,0
Middlebury,La Red,1117,2013,75.0,U.S.A.,2.5,,Dominican Republic,0
Middlebury,Belize,1117,2013,80.0,U.S.A.,3.25,Trinitario,Belize,0
Middlebury,Houseblend,887,2012,65.0,U.S.A.,1.5,,,1
Middlebury,Alto Beni,887,2012,75.0,U.S.A.,2.0,Criollo,Bolivia,0
Middlebury,"Balinese, Java",887,2012,70.0,U.S.A.,2.5,Criollo,Indonesia,0
Millcreek Cacao Roasters,Ecuador,1073,2013,70.0,U.S.A.,2.5,Forastero (Nacional),Ecuador,0
Millcreek Cacao Roasters,Ecuador,825,2012,70.0,U.S.A.,3.5,,Ecuador,0
Mindo,Ecuador,607,2010,67.0,U.S.A.,2.75,,Ecuador,0
Mindo,Ecuador,607,2010,77.0,U.S.A.,2.75,,Ecuador,0
Minimal,"Acul-du-Nord, 2015",1920,2016,70.0,Japan,3.5,"Criollo, Trinitario",Haiti,0
Mission,"Fazenda Camboa, Bahia",1880,2016,75.0,Brazil,3.75,,Brazil,0
Mission,"Bahia, Fazenda Venturosa",1626,2015,70.0,Brazil,3.5,Forastero (Parazinho),Brazil,0
Mita,Tumaco,955,2012,65.0,Colombia,2.5,,Colombia,0
Moho,"Toledo District, w/ nibs",1026,2013,73.0,U.S.A.,3.25,Trinitario,Belize,0
Moho,Toledo District,1030,2013,72.0,U.S.A.,3.0,Trinitario,Belize,0
Moho,"Umoho R., Toledo District, San Felipe",607,2010,67.0,U.S.A.,2.75,Trinitario,Belize,0
Molucca,La Red,1614,2015,70.0,U.S.A.,3.0,,Dominican Republic,0
Molucca,Indonesia,1618,2015,70.0,U.S.A.,2.75,,Indonesia,0
Molucca,Peru,1618,2015,70.0,U.S.A.,3.25,,Peru,0
Momotombo,Matagalpa,661,2011,70.0,Nicaragua,2.75,,Nicaragua,0
Momotombo,Mombacho,661,2011,70.0,Nicaragua,2.75,,Nicaragua,0
Momotombo,Oscuro,772,2011,70.0,Nicaragua,3.25,,Nicaragua,0
Monarque,Oko Caribe,1812,2016,72.0,Canada,3.5,,Dominican Republic,0
Monsieur Truffe,Papaua New Guinea,1391,2014,70.0,Australia,3.25,,Papua New Guinea,0
Montecristi,Manabi,1654,2015,70.0,Ecuador,3.25,,Ecuador,0
Montecristi,Manabi,1654,2015,63.0,Ecuador,3.5,,Ecuador,0
Montecristi,Manabi,1658,2015,85.0,Ecuador,3.5,,Ecuador,0
Muchomas (Mesocacao),Nicaragua,1462,2015,70.0,U.S.A.,3.5,,Nicaragua,0
Muchomas (Mesocacao),Nicaragua,1462,2015,80.0,U.S.A.,3.5,,Nicaragua,0
